"","wage","education","experience","ethnicity","smsa","south","age","nearcollege","nearcollege2","nearcollege4","enrolled","married","education66","smsa66","south66","feducation","meducation","fameducation","kww","iq","parents14","library14"
"653",365,15,6,"other","yes","no",27,"yes","yes","public","no","yes",12,"no","no",18,12,"2",46,112,"both","yes"
"654",645,12,12,"other","yes","no",30,"yes","yes","public","no","yes",12,"yes","no",9.9399995803833,10.25,"9",NA,97,"both","yes"
"655",462,18,1,"other","no","no",25,"yes","no","public","no","yes",10,"yes","no",14,12,"2",30,107,"both","yes"
"656",1026,18,9,"other","yes","no",33,"yes","no","public","no","yes",17,"yes","no",8,12,"6",41,117,"both","yes"
"657",525,12,6,"other","yes","no",24,"yes","no","public","no","yes",9,"yes","no",12,12,"3",34,NA,"both","yes"
"658",375,18,5,"other","yes","no",29,"yes","no","public","no","no",12,"yes","no",16,16,"1",41,125,"both","yes"
"659",1538,18,10,"other","yes","no",34,"yes","no","public","no","yes",17,"yes","no",18,16,"1",47,112,"both","yes"
"660",923,18,9,"other","yes","no",33,"yes","no","public","no","no",16,"yes","no",18,14,"1",46,106,"both","yes"
"661",568,13,7,"other","yes","no",26,"yes","no","public","no","no",11,"yes","no",8,12,"6",40,104,"both","yes"
"662",600,14,5,"other","yes","no",25,"yes","no","public","no","no",10,"yes","no",8,12,"6",23,89,"both","yes"
"663",721,15,6,"other","yes","no",27,"yes","no","public","no","yes",11,"yes","no",17,12,"2",38,116,"both","yes"
"664",1116,17,1,"other","yes","no",24,"yes","no","public","yes","no",8,"yes","no",18,12,"2",46,NA,"both","yes"
"665",712,14,7,"other","yes","no",27,"yes","no","public","no","yes",11,"yes","no",9.9399995803833,8,"9",44,123,"singlemom","yes"
"666",808,16,7,"other","yes","no",29,"yes","no","public","no","yes",14,"yes","no",9.9399995803833,8,"9",40,118,"both","yes"
"667",925,11,10,"other","yes","no",27,"yes","no","public","no","yes",11,"yes","no",8,12,"6",31,106,"both","yes"
"668",550,9,10,"other","yes","no",25,"yes","no","public","no","no",8,"yes","no",9.9399995803833,10.25,"9",22,NA,"other","yes"
"669",271,12,8,"other","yes","no",26,"yes","no","public","no","no",10,"yes","no",9.9399995803833,10.25,"9",20,91,"singlemom","yes"
"670",833,7,19,"other","yes","no",32,"yes","yes","private","no","yes",7,"yes","no",8,11,"8",22,NA,"both","yes"
"671",1200,12,12,"other","yes","no",30,"yes","yes","private","no","yes",12,"yes","no",7,12,"6",29,103,"both","yes"
"672",581,14,13,"other","yes","no",33,"yes","yes","private","no","yes",12,"yes","no",6,8,"8",40,114,"both","no"
"673",686,17,11,"afam","yes","no",34,"yes","yes","private","no","yes",15,"yes","no",12,8,"5",41,105,"both","yes"
"674",1000,18,8,"afam","yes","no",32,"yes","yes","private","no","yes",16,"yes","no",12,8,"5",34,84,"both","yes"
"675",537,13,5,"afam","yes","no",24,"yes","yes","private","no","no",8,"yes","no",9,8,"8",31,NA,"both","yes"
"676",690,12,10,"afam","yes","no",28,"yes","yes","private","yes","yes",12,"yes","no",9.9399995803833,11,"9",32,89,"other","no"
"677",500,12,10,"other","yes","no",28,"yes","yes","private","no","no",12,"yes","no",12,16,"2",36,81,"both","yes"
"678",750,13,14,"other","yes","no",33,"yes","no","private","no","yes",13,"yes","no",3,12,"6",36,118,"both","yes"
"679",913,17,6,"other","yes","yes",29,"yes","no","private","yes","yes",13,"yes","no",8,16,"6",38,91,"both","yes"
"680",600,15,3,"other","yes","no",24,"yes","no","private","no","no",8,"yes","no",8,16,"6",19,NA,"both","yes"
"681",577,16,2,"other","yes","no",24,"yes","no","private","no","no",9,"yes","no",12,12,"3",29,113,"both","yes"
"682",601,12,8,"other","yes","no",26,"yes","no","private","no","yes",11,"yes","no",8,12,"6",38,121,"both","yes"
"683",577,12,13,"other","yes","no",31,"yes","no","private","no","yes",12,"yes","no",6,12,"6",36,102,"both","yes"
"684",677,12,14,"other","yes","no",32,"yes","no","private","no","no",12,"yes","no",9.9399995803833,6,"9",36,104,"both","yes"
"685",473,18,3,"afam","yes","no",27,"yes","no","private","no","yes",12,"yes","no",9,10,"7",31,106,"both","yes"
"686",350,14,4,"other","yes","no",24,"yes","no","private","yes","yes",8,"yes","no",8,12,"6",39,NA,"both","yes"
"687",620,15,11,"other","yes","no",32,"yes","no","private","yes","yes",12,"yes","no",9,12,"6",45,108,"both","yes"
"688",378,16,2,"other","yes","no",24,"yes","no","private","no","no",9,"yes","no",12,12,"3",41,108,"both","no"
"689",243,16,3,"other","yes","no",25,"yes","no","private","no","no",10,"yes","no",16,13,"1",51,121,"both","yes"
"690",750,12,8,"other","yes","no",26,"yes","no","private","no","no",10,"yes","no",7,12,"6",NA,87,"both","no"
"691",441,18,6,"other","no","no",30,"yes","no","private","no","yes",15,"yes","no",12,14,"2",35,107,"both","yes"
"692",688,14,9,"other","yes","no",29,"yes","no","private","no","no",14,"yes","no",12,14,"2",43,112,"both","yes"
"693",501,18,1,"other","no","no",25,"yes","no","private","no","yes",9,"yes","no",12,14,"2",29,116,"both","yes"
"694",400,12,11,"other","yes","no",29,"yes","no","private","no","no",12,"yes","no",12,12,"3",36,115,"both","yes"
"695",981,12,8,"other","yes","no",26,"yes","no","private","no","yes",10,"yes","no",12,12,"3",39,107,"both","yes"
"696",649,14,10,"other","yes","yes",30,"yes","yes","public","no","yes",13,"yes","no",12,12,"3",36,117,"both","yes"
"697",625,12,14,"other","yes","no",32,"yes","yes","public","no","yes",12,"yes","no",9.9399995803833,10.25,"9",36,110,"singlemom","yes"
"698",707,16,6,"afam","yes","no",28,"yes","yes","public","yes","yes",13,"no","no",12,11,"5",35,97,"both","yes"
"699",1043,12,11,"other","yes","no",29,"yes","yes","public","no","no",12,"yes","no",11,12,"6",42,96,"both","yes"
"700",761,12,9,"other","yes","no",27,"yes","yes","public","no","yes",11,"yes","no",8,8,"8",45,NA,"both","yes"
"701",524,13,6,"other","no","no",25,"yes","yes","public","no","yes",9,"yes","no",14,12,"2",28,NA,"step","yes"
"702",575,13,8,"afam","yes","no",27,"yes","yes","public","no","yes",12,"yes","no",6,6,"8",34,91,"both","yes"
"703",865,14,6,"afam","yes","no",26,"yes","yes","public","no","no",11,"yes","no",9.9399995803833,6,"9",31,97,"singlemom","yes"
"704",713,12,10,"afam","yes","no",28,"yes","yes","public","no","yes",12,"yes","no",12,8,"5",38,90,"both","yes"
"705",673,16,5,"other","yes","no",27,"yes","yes","public","no","yes",12,"yes","no",7,8,"8",NA,112,"both","yes"
"706",662,12,7,"other","yes","no",25,"yes","yes","public","no","yes",9,"yes","no",7,8,"8",27,97,"both","yes"
"707",543,14,9,"other","yes","no",29,"yes","yes","public","no","yes",13,"yes","no",11,8,"8",45,120,"both","yes"
"708",525,13,6,"other","yes","no",25,"yes","yes","public","yes","no",10,"yes","no",12,12,"3",40,109,"both","yes"
"709",640,12,10,"other","yes","no",28,"yes","yes","public","no","yes",11,"yes","no",9.9399995803833,8,"9",36,NA,"singlemom","yes"
"710",297,12,8,"other","yes","no",26,"yes","yes","public","no","no",9,"yes","no",9.9399995803833,8,"9",26,NA,"singlemom","yes"
"711",947,8,19,"afam","yes","no",33,"yes","yes","public","no","no",8,"yes","no",9.9399995803833,10.25,"9",37,NA,"other","no"
"712",500,12,16,"afam","yes","no",34,"yes","yes","public","no","yes",12,"yes","no",8,9,"8",40,99,"both","yes"
"713",620,13,6,"afam","yes","no",25,"yes","yes","public","no","no",9,"yes","no",5,7,"8",43,NA,"both","yes"
"714",277,12,7,"afam","yes","no",25,"yes","yes","public","no","yes",8,"yes","no",9.9399995803833,10,"9",31,NA,"singlemom",NA
"715",240,10,10,"other","no","yes",26,"yes","no","public","no","yes",9,"yes","no",5,8,"8",29,99,"both","yes"
"716",240,10,9,"other","no","yes",25,"yes","no","public","no","no",8,"yes","no",5,8,"8",34,NA,"both","yes"
"717",462,12,15,"other","yes","no",33,"yes","no","public","no","yes",12,"yes","no",9.9399995803833,10.25,"9",32,85,"both","yes"
"718",404,12,9,"afam","yes","no",27,"yes","no","public","no","no",11,"yes","no",9.9399995803833,11,"9",32,97,"singlemom","yes"
"719",450,12,7,"afam","yes","no",25,"yes","no","public","no","yes",10,"yes","no",9.9399995803833,11,"9",40,95,"singlemom","yes"
"720",250,12,6,"afam","yes","no",24,"yes","no","public","no","no",8,"yes","no",3,2,"8",28,NA,"both","yes"
"721",727,11,9,"afam","yes","no",26,"yes","no","public","no","no",8,"yes","no",9.9399995803833,9,"9",23,NA,"both","yes"
"722",667,12,6,"afam","yes","no",24,"yes","no","public","no","yes",8,"yes","no",9.9399995803833,9,"9",30,NA,"singlemom","yes"
"723",962,12,10,"afam","yes","no",28,"yes","no","public","no","no",11,"yes","no",9.9399995803833,6,"9",31,80,"both","yes"
"724",750,14,7,"other","yes","no",27,"yes","no","public","no","no",11,"yes","no",9.9399995803833,8,"9",44,126,"singlemom","yes"
"725",667,14,5,"other","yes","no",25,"yes","no","public","no","no",10,"yes","no",8,8,"8",20,NA,"both","yes"
"726",692,17,11,"other","no","no",34,"yes","no","public","no","yes",16,"yes","no",8,12,"6",49,109,"both","yes"
"727",465,12,7,"afam","yes","no",25,"yes","no","public","no","yes",8,"yes","no",6,12,"6",21,NA,"both","yes"
"728",641,12,12,"afam","yes","no",30,"yes","no","public","no","no",12,"yes","no",9.9399995803833,10.25,"9",38,NA,"singlemom","yes"
"729",710,11,12,"afam","yes","no",29,"yes","no","public","no","yes",10,"yes","no",9.9399995803833,11,"9",22,86,"singlemom","yes"
"730",425,13,6,"afam","yes","no",25,"yes","no","public","no","no",8,"yes","no",9.9399995803833,10,"9",22,NA,"singlemom","yes"
"731",833,12,9,"other","yes","no",27,"yes","no","public","no","yes",11,"yes","no",12,12,"3",46,112,"step","yes"
"732",308,12,8,"other","yes","no",26,"yes","no","public","yes","yes",10,"yes","no",12,12,"3",41,98,"step","yes"
"733",625,16,7,"other","yes","no",29,"yes","no","public","no","no",14,"yes","no",12,12,"3",48,119,"both","yes"
"734",1442,16,10,"other","yes","no",32,"yes","no","public","no","yes",13,"yes","no",13,16,"1",26,NA,"both","yes"
"735",673,16,3,"other","yes","no",25,"yes","no","public","no","yes",10,"yes","no",12,12,"3",38,102,"both","yes"
"736",1346,17,5,"other","yes","no",28,"yes","no","public","no","yes",13,"yes","no",14,14,"1",46,NA,"both","yes"
"737",400,17,10,"other","yes","no",33,"yes","no","public","no","no",12,"yes","no",12,10,"5",41,128,"both","yes"
"738",518,9,19,"other","no","no",34,"yes","no","public","no","yes",9,"yes","no",12,10.25,"5",38,82,"both","yes"
"739",456,14,6,"other","yes","no",26,"yes","no","public","no","yes",10,"yes","no",16,16,"1",30,NA,"both","yes"
"740",409,17,10,"other","yes","yes",33,"yes","no","public","no","yes",16,"yes","no",12,12,"3",42,113,"both","yes"
"741",559,18,10,"other","yes","no",34,"yes","no","public","no","no",17,"yes","no",5,9,"8",45,105,"both","yes"
"742",230,12,6,"afam","yes","no",24,"yes","no","public","no","yes",7,"yes","no",10,9,"7",32,NA,"both","yes"
"743",1026,17,4,"other","yes","no",27,"yes","yes","public","yes","no",11,"yes","no",18,18,"1",46,124,"both","yes"
"744",1082,12,9,"other","yes","no",27,"yes","yes","public","no","yes",11,"yes","no",13,13,"1",48,NA,"both","yes"
"745",1202,14,4,"other","yes","no",24,"yes","yes","public","no","yes",8,"yes","no",13,13,"1",39,94,"both","yes"
"746",329,17,2,"other","no","no",25,"yes","yes","public","no","yes",11,"yes","no",9.9399995803833,12,"4",40,117,"both","yes"
"747",481,18,3,"other","yes","no",27,"yes","yes","public","no","no",11,"yes","no",14,14,"1",39,116,"both","yes"
"748",673,18,0,"other","yes","yes",24,"yes","yes","public","no","no",9,"yes","no",14,10.25,"5",33,NA,"both",NA
"749",1683,17,8,"other","yes","no",31,"yes","yes","public","no","no",15,"no","no",12,12,"3",41,NA,"both","yes"
"750",1282,16,12,"other","yes","no",34,"yes","yes","public","no","yes",16,"yes","no",12,12,"3",40,112,"both","yes"
"751",577,12,6,"other","yes","no",24,"yes","yes","public","no","no",8,"yes","no",12,14,"2",23,NA,"both","yes"
"752",444,18,3,"other","yes","no",27,"yes","yes","public","no","no",12,"yes","no",9,9,"7",31,105,"both","yes"
"753",481,16,6,"afam","yes","no",28,"yes","yes","public","no","no",11,"yes","no",9.9399995803833,9,"9",34,87,"singlemom","yes"
"754",467,12,6,"afam","yes","no",24,"yes","yes","public","no","no",9,"yes","no",16,12,"2",NA,108,"both","yes"
"755",668,6,19,"other","yes","no",31,"yes","yes","public","no","yes",6,"yes","no",3,3,"8",40,NA,"both","no"
"756",286,15,6,"other","yes","no",27,"yes","yes","public","no","yes",10,"yes","no",12,12,"3",36,89,"both","yes"
"757",577,18,9,"other","yes","no",33,"yes","yes","public","no","yes",16,"yes","no",12,12,"3",NA,119,"both","yes"
"758",721,14,9,"other","yes","no",29,"yes","yes","public","no","yes",13,"yes","no",12,12,"3",34,97,"both","yes"
"759",462,12,7,"other","yes","no",25,"yes","yes","public","no","yes",10,"yes","no",6,8,"8",28,89,"both","yes"
"760",750,15,4,"other","yes","no",25,"yes","yes","public","no","yes",10,"yes","no",12,10,"5",28,NA,"both","no"
"761",200,12,6,"other","yes","no",24,"yes","yes","public","no","no",8,"yes","no",6,12,"6",39,131,"both","yes"
"762",650,12,9,"other","yes","no",27,"yes","yes","public","no","yes",11,"yes","no",12,10,"5",26,NA,"both","yes"
"763",481,18,4,"other","yes","no",28,"yes","yes","public","no","no",14,"yes","no",12,11,"5",30,NA,"other","yes"
"764",600,11,7,"other","yes","no",24,"yes","yes","public","no","yes",7,"yes","no",9,10.25,"9",38,NA,"singlemom","no"
"765",769,16,6,"other","yes","yes",28,"yes","yes","public","no","yes",13,"yes","no",16,16,"1",35,85,"both","yes"
"766",775,17,4,"other","yes","no",27,"yes","yes","public","yes","yes",12,"yes","no",16,16,"1",26,132,"both","yes"
"767",641,16,2,"other","yes","no",24,"yes","yes","public","no","yes",9,"yes","no",16,16,"1",28,114,"both","yes"
"768",1055,14,13,"other","yes","no",33,"yes","yes","public","no","yes",12,"yes","no",14,10,"5",35,98,"both","yes"
"769",676,16,9,"other","yes","no",31,"yes","yes","public","no","no",15,"yes","no",14,12,"2",44,110,"both","yes"
"770",691,12,10,"other","yes","no",28,"yes","yes","public","no","no",12,"yes","no",9.9399995803833,10.25,"9",41,124,"other","yes"
"771",962,17,7,"other","yes","no",30,"yes","yes","public","yes","yes",15,"yes","no",14,12,"2",41,118,"both","yes"
"772",400,13,9,"other","yes","no",28,"yes","yes","public","no","no",12,"yes","no",14,12,"2",32,90,"both","yes"
"773",673,16,5,"other","yes","no",27,"yes","yes","public","no","yes",12,"yes","no",14,12,"2",38,108,"both","yes"
"774",1442,18,10,"afam","yes","no",34,"yes","yes","public","no","yes",17,"yes","no",10,11,"7",42,112,"both","yes"
"775",529,18,8,"other","yes","no",32,"yes","yes","public","no","yes",15,"yes","no",16,10,"5",38,100,"both","yes"
"776",700,14,7,"afam","yes","no",27,"yes","yes","public","no","yes",11,"yes","no",9,11,"7",21,84,"both","yes"
"777",675,8,20,"afam","yes","no",34,"yes","yes","public","no","yes",8,"yes","no",9.9399995803833,4,"9",36,NA,"step","no"
"778",494,18,1,"other","yes","no",25,"yes","yes","public","no","yes",10,"yes","no",8,10,"8",34,97,"both","yes"
"779",500,12,6,"other","yes","no",24,"yes","yes","public","no","yes",9,"yes","no",12,8,"5",26,113,"both","yes"
"780",450,16,2,"afam","yes","no",24,"yes","yes","public","no","no",8,"yes","no",9.9399995803833,10.25,"9",27,NA,"both","no"
"781",601,13,6,"afam","yes","no",25,"yes","yes","public","no","no",9,"yes","no",9.9399995803833,8,"9",27,NA,"singlemom","yes"
"782",717,13,9,"afam","yes","no",28,"yes","yes","public","yes","no",13,"yes","no",9,12,"6",37,105,"both","yes"
"783",575,12,11,"afam","yes","no",29,"yes","yes","public","no","no",11,"yes","no",9,10,"7",28,88,"both","yes"
"784",350,12,7,"afam","yes","no",25,"yes","yes","public","no","yes",9,"yes","no",9,10,"7",33,74,"both","yes"
"785",350,12,6,"afam","yes","no",24,"yes","yes","public","no","no",7,"yes","no",9,10,"7",31,NA,"both","no"
"786",643,16,7,"other","yes","no",29,"yes","no","public","no","yes",13,"yes","no",12,12,"3",46,115,"both","yes"
"787",675,15,3,"other","yes","no",24,"yes","no","public","no","yes",8,"yes","no",10,12,"6",30,NA,"both","yes"
"788",679,15,7,"other","yes","no",28,"yes","no","public","no","yes",12,"yes","no",12,12,"3",34,91,"both","yes"
"789",534,12,9,"other","yes","no",27,"yes","no","public","no","no",11,"yes","no",12,9,"5",34,103,"both","yes"
"790",524,16,9,"other","yes","no",31,"yes","no","public","no","yes",14,"yes","no",12,10,"5",46,102,"both","yes"
"791",667,16,6,"other","yes","yes",28,"yes","no","public","no","no",13,"no","no",10,10,"7",38,98,"both","yes"
"792",370,14,6,"other","yes","no",26,"yes","no","public","no","yes",10,"yes","no",12,10.25,"5",35,NA,"both","yes"
"793",658,15,5,"other","yes","no",26,"yes","no","public","no","no",11,"yes","no",12,12,"3",47,NA,"both","yes"
"794",700,12,16,"afam","yes","no",34,"yes","no","public","no",NA,12,"yes","no",9.9399995803833,10.25,"9",39,NA,"both","no"
"795",311,18,3,"other","yes","no",27,"yes","no","public","no","no",11,"yes","no",9,12,"6",33,82,"both","yes"
"796",841,9,18,"other","yes","no",33,"yes","no","public","no","yes",9,"yes","no",9.9399995803833,9,"9",44,NA,"singlemom","yes"
"797",660,14,11,"other","yes","no",31,"yes","no","public","no","yes",14,"yes","no",10,12,"6",47,112,"both","yes"
"798",692,16,9,"other","yes","no",31,"yes","no","public","no","yes",12,"yes","no",8,9,"8",41,108,"both","yes"
"799",577,15,7,"other","yes","no",28,"yes","no","public","no","yes",13,"yes","no",9.9399995803833,7,"9",37,90,"both","yes"
"800",705,17,3,"other","yes","no",26,"yes","no","public","no","no",11,"yes","no",9,12,"6",32,NA,"other","yes"
"801",292,16,5,"other","yes","yes",27,"yes","no","public","no","yes",10,"yes","no",5,8,"8",38,111,"both","yes"
"802",750,13,7,"other","yes","no",26,"yes","no","public","no","yes",10,"yes","no",8,11,"8",24,96,"both","yes"
"803",1442,16,12,"other","yes","no",34,"yes","no","public","no","yes",16,"yes","no",12,12,"3",48,NA,"both","no"
"804",1202,16,11,"other","yes","no",33,"yes","no","public","no","yes",16,"yes","no",16,16,"1",48,127,"both","yes"
"805",1603,15,12,"other","yes","yes",33,"yes","no","public","no","yes",14,"yes","no",9.9399995803833,8,"9",47,97,"both","yes"
"806",769,14,12,"other","yes","yes",32,"yes","no","public","no","no",14,"yes","no",9.9399995803833,12,"4",50,120,"both","yes"
"807",513,16,9,"other","yes","no",31,"yes","no","public","no","no",15,"yes","no",14,16,"1",41,101,"both","yes"
"808",805,12,13,"other","yes","no",31,"yes","no","public","no","yes",12,"yes","no",9.9399995803833,8,"9",38,100,"singlemom","no"
"809",962,17,11,"other","yes","no",34,"yes","no","public","yes","yes",16,"yes","no",8,8,"8",44,99,"both","yes"
"810",675,12,7,"other","yes","no",25,"yes","no","public","no","yes",10,"yes","no",16,16,"1",NA,104,"both","yes"
"811",398,13,5,"other","yes","no",24,"yes","no","public","no","yes",9,"yes","no",8,8,"8",NA,116,"both","yes"
"812",855,14,13,"other","yes","no",33,"yes","no","public","no","yes",14,"yes","no",12,12,"3",40,120,"both","yes"
"813",693,11,8,"afam","yes","no",25,"yes","no","public","no","yes",9,"yes","no",9.9399995803833,9,"9",27,95,"singlemom","no"
"814",641,11,7,"afam","yes","no",24,"yes","no","public","no","no",8,"yes","no",8,9,"8",27,NA,"both","no"
"815",345,13,8,"afam","yes","no",27,"yes","no","public","no","yes",10,"yes","no",10,8,"8",34,99,"both","no"
"816",561,12,9,"afam","yes","no",27,"yes","no","public","no","no",11,"yes","no",9.9399995803833,10.25,"9",24,68,"both","yes"
"817",684,12,6,"afam","yes","no",24,"yes","no","public","no","yes",8,"yes","no",9,11,"7",21,NA,"both","yes"
"818",469,16,7,"other","yes","yes",29,"yes","no","public","no","yes",14,"yes","no",16,16,"1",49,122,"both","yes"
"819",300,16,4,"other","yes","no",26,"yes","no","public","no","no",11,"yes","no",12,12,"3",37,106,"step","yes"
"820",673,18,1,"other","yes","no",25,"yes","no","public","no","yes",10,"yes","no",12,9,"5",37,101,"both","yes"
"821",385,16,2,"other","yes","no",24,"yes","no","public","no","no",8,"yes","no",12,9,"5",29,NA,"both","yes"
"822",808,16,11,"other","yes","no",33,"yes","no","public","no","yes",12,"yes","no",8,6,"8",45,104,"both","yes"
"823",548,17,1,"other","yes","no",24,"yes","no","public","yes","no",8,"yes","no",12,12,"3",40,NA,"both","yes"
"824",500,16,4,"other","yes","no",26,"yes","no","public","no","no",11,"yes","no",12,12,"3",38,NA,"both","yes"
"825",727,13,10,"other","yes","no",29,"yes","no","public","yes","yes",12,"yes","no",11,12,"6",38,99,"both","yes"
"826",524,16,6,"other","yes","no",28,"yes","no","public","no","yes",12,"no","no",11,12,"6",29,NA,"both","yes"
"827",450,15,3,"afam","yes","no",24,"yes","no","public","no","no",8,"yes","no",2,8,"8",36,NA,"both","yes"
"828",755,12,10,"afam","yes","no",28,"yes","no","public","no","yes",12,"yes","no",6,8,"8",34,NA,"both","no"
"829",640,12,6,"afam","yes","no",24,"yes","no","public","no","yes",8,"yes","no",11,10.25,"9",37,NA,"other","no"
"830",313,12,6,"afam","yes","no",24,"yes","no","public","no","yes",8,"yes","no",10,12,"6",30,NA,"both","yes"
"831",1425,12,11,"other","yes","no",29,"yes","no","public","no","yes",12,"yes","no",12,12,"3",37,101,"both","no"
"832",761,12,10,"other","yes","no",28,"yes","no","public","no","no",12,"yes","no",11,5,"8",23,110,"both","yes"
"833",600,12,8,"other","yes","no",26,"yes","no","public","no","yes",9,"yes","no",11,5,"8",35,94,"both","yes"
"834",1111,16,10,"other","yes","no",32,"yes","no","public","no","yes",14,"yes","no",12,15,"2",42,111,"both","yes"
"835",763,16,11,"other","yes","no",33,"yes","no","public","no","yes",15,"yes","no",13,17,"1",50,120,"both","yes"
"836",650,12,14,"other","yes","no",32,"yes","no","public","no","yes",12,"yes","no",8,8,"8",45,108,"both","yes"
"837",1155,14,7,"other","yes","no",27,"yes","no","public","no","yes",12,"yes","no",16,16,"1",39,111,"both","yes"
"838",600,12,6,"other","yes","no",24,"yes","no","public","no","yes",8,"yes","no",9,12,"6",25,NA,"both","yes"
"839",555,12,11,"other","yes","no",29,"yes","no","public","no","yes",9,"yes","no",11,11,"7",31,103,"both","no"
"840",543,11,11,"other","yes","no",28,"yes","no","public","yes","yes",8,"yes","no",11,11,"7",25,NA,"both","no"
"841",550,11,8,"other","yes","no",25,"yes","no","public","yes","yes",6,"yes","no",11,11,"7",31,NA,"both","no"
"842",800,11,14,"other","yes","no",31,"yes","no","public","no","yes",11,"yes","no",9.9399995803833,10.25,"9",39,97,"other","no"
"843",1000,11,9,"other","yes","no",26,"yes","no","public","no","yes",10,"yes","no",10,11,"7",26,97,"both","no"
"844",864,12,13,"other","yes","no",31,"yes","no","public","no","yes",12,"yes","no",13,11,"5",36,106,"both","no"
"845",613,13,13,"other","yes","no",32,"yes","no","public","no","yes",12,"yes","no",9.9399995803833,6,"9",43,109,"step","yes"
"846",519,16,2,"other","yes","no",24,"yes","no","public","no","yes",8,"yes","no",12,12,"3",27,NA,"both","yes"
"847",707,13,11,"afam","yes","no",30,"yes","no","public","no","yes",12,"yes","no",9.9399995803833,10.25,"9",45,96,"both","yes"
"848",818,13,7,"afam","yes","no",26,"yes","no","public","yes","yes",10,"yes","no",10,10,"7",26,79,"both","yes"
"849",300,10,9,"afam","yes","no",25,"yes","no","public","no","no",9,"yes","no",10,12,"6",31,62,"both","yes"
"850",702,16,8,"other","yes","no",30,"yes","yes","private","yes","yes",14,"yes","no",9,9,"7",47,110,"both","yes"
"851",1322,16,12,"other","yes","no",34,"yes","yes","private","no","yes",16,"yes","no",9.9399995803833,12,"4",47,117,"singlemom","yes"
"852",380,12,9,"afam","yes","no",27,"yes","yes","private","yes","yes",10,"yes","no",9.9399995803833,12,"4",25,72,"singlemom","no"
"853",400,11,9,"afam","yes","no",26,"yes","yes","private","no","no",9,"yes","no",9.9399995803833,10.25,"9",30,83,"other","yes"
"854",498,11,8,"afam","yes","no",25,"yes","yes","private","no","yes",9,"yes","no",9.9399995803833,10.25,"9",22,99,"singlemom","yes"
"855",663,10,17,"afam","yes","no",33,"yes","yes","private","no","yes",10,"yes","no",9.9399995803833,11,"9",18,72,"singlemom","yes"
"856",600,10,17,"afam","yes","no",33,"yes","yes","private","no","no",10,"yes","no",8,11,"8",29,88,"both","no"
"857",1034,18,8,"other","no","yes",32,"yes","yes","private","no","yes",17,"yes","no",16,12,"2",48,123,"both","yes"
"858",1079,14,5,"other","yes","no",25,"yes","yes","private","no","no",10,"yes","no",12,12,"3",23,91,"both","yes"
"859",400,18,0,"other","yes","yes",24,"yes","yes","private","no","no",9,"yes","no",12,12,"3",31,98,"both","yes"
"860",641,16,11,"other","yes","no",33,"yes","yes","private","no","no",15,"yes","no",13,12,"2",37,119,"both","no"
"861",620,12,14,"other","yes","no",32,"yes","yes","private","no","yes",12,"yes","no",9.9399995803833,8,"9",33,87,"step","no"
"862",481,17,7,"other","yes","no",30,"yes","yes","public","no","no",15,"yes","no",12,11,"5",49,121,"step","yes"
"863",1058,16,11,"other","yes","no",33,"yes","yes","public","no","no",16,"yes","no",8,8,"8",41,NA,"both","yes"
"864",545,12,8,"other","yes","no",26,"yes","yes","public","no","yes",11,"yes","no",8,12,"6",33,112,"both","yes"
"865",786,14,6,"other","yes","no",26,"yes","yes","public","no","no",11,"yes","no",12,12,"3",38,113,"both","yes"
"866",485,18,1,"other","yes","no",25,"yes","yes","public","no","no",11,"yes","no",12,12,"3",38,125,"both","yes"
"867",722,14,14,"other","yes","no",34,"yes","yes","public","yes","yes",14,"yes","no",11,11,"7",45,121,"both","yes"
"868",695,15,7,"other","yes","no",28,"yes","yes","public","no","yes",13,"yes","no",12,12,"3",47,128,"both","yes"
"869",549,15,13,"other","yes","no",34,"yes","yes","public","no","no",12,"yes","no",12,12,"3",41,NA,"both","yes"
"870",793,15,11,"other","yes","no",32,"yes","yes","public","no","yes",12,"yes","no",15,12,"2",36,103,"both","yes"
"871",1923,16,11,"other","yes","yes",33,"yes","yes","public","no","yes",16,"yes","no",18,16,"1",48,99,"both","yes"
"872",793,15,12,"other","yes","no",33,"yes","yes","public","no","yes",14,"yes","no",12,12,"3",40,101,"both","yes"
"873",900,15,7,"other","yes","no",28,"yes","no","public","no","no",12,"yes","no",9.9399995803833,10.25,"9",34,117,"other","yes"
"874",654,14,12,"other","yes","no",32,"yes","no","public","no","yes",12,"yes","no",8,8,"8",41,109,"both","yes"
"875",513,12,9,"other","yes","no",27,"yes","no","public","no","no",10,"yes","no",12,12,"3",46,73,"both","yes"
"876",384,14,9,"other","yes","no",29,"yes","no","public","yes","no",12,"yes","no",9.9399995803833,12,"4",38,88,"singlemom","yes"
"877",500,16,5,"other","no","yes",27,"yes","no","public","no","yes",12,"yes","no",16,16,"1",27,116,"both","yes"
"878",601,15,4,"other","yes","no",25,"yes","no","public","yes","no",9,"yes","no",12,11,"5",40,137,"both","yes"
"879",438,12,9,"other","yes","no",27,"yes","no","public","no","yes",10,"yes","no",12,12,"3",40,105,"both","yes"
"880",500,12,7,"other","yes","no",25,"yes","no","public","no","no",9,"yes","no",12,12,"3",42,98,"both","yes"
"881",1264,18,9,"other","yes","no",33,"yes","no","public","no","yes",17,"yes","no",9.9399995803833,18,"4",47,122,"singlemom","yes"
"882",747,14,6,"other","yes","yes",26,"yes","no","public","no","yes",10,"yes","no",12,14,"2",43,104,"both","yes"
