"id","firmbr","firm","brand","city","year","quarter","share","price","sugar","mushy","z1","z2","z3","z4","z5","z6","z7","z8","z9","z10","z11","z12","z13","z14","z15","z16","z17","z18","z19","z20"
201627880,2016,2,16,27,88,1,"0,0080","0,141","3,000","1,000","-0,183","0,042","-3,515","0,059","-0,388","-0,064","2,587","-0,781","-1,069","0,336","6,869","-0,446","-0,003","0,137","0,059","0,010","0,087","0,096","0,171","0,110"
201927880,2019,2,19,27,88,1,"0,0012","0,134","13,000","0,000","-0,341","0,053","-6,487","-0,029","-0,336","-0,047","-4,886","0,052","-0,762","0,501","6,527","0,034","-0,017","0,116","0,117","0,139","0,112","0,098","0,130","0,098"
202627880,2026,2,26,27,88,1,"0,0052","0,137","13,000","0,000","-0,337","0,052","-6,443","-0,031","-0,337","-0,049","-4,929","0,054","-0,793","0,497","6,489","0,034","-0,017","0,090","0,159","0,115","0,135","0,104","0,070","0,100"
202827880,2028,2,28,27,88,1,"0,0218","0,178","16,000","1,000","-0,240","0,022","-8,800","-0,217","-0,345","-0,071","-6,284","-0,477","-1,159","0,292","1,146","-0,503","0,003","0,151","0,202","0,124","0,146","0,141","0,076","0,145"
204027880,2040,2,40,27,88,1,"0,0023","0,144","10,000","0,000","-0,278","0,049","-3,965","-0,122","-0,360","-0,061","-3,542","0,103","-1,015","0,439","5,689","0,038","-0,014","0,116","0,117","0,129","0,116","0,110","0,096","0,109"
204827880,2048,2,48,27,88,1,"0,0018","0,152","3,000","0,000","-0,253","0,047","-3,391","-0,324","-0,371","-0,076","3,861","0,162","-1,295","0,418","-3,395","0,044","-0,019","0,110","0,123","0,159","0,024","0,125","0,085","0,131"
300627880,3006,3,6,27,88,1,"0,0096","0,123","20,000","1,000","-0,259","0,040","-13,792","-0,183","-0,327","-0,042","-6,818","-0,369","-0,664","0,245","-2,370","-0,533","-0,006","0,092","0,097","0,170","0,141","0,101","0,058","0,079"
301427880,3014,3,14,27,88,1,"0,0177","0,148","7,000","0,000","-0,252","0,047","-3,554","-0,240","-0,371","-0,070","-0,745","0,142","-1,184","0,414","3,283","0,042","-0,014","0,117","0,098","0,084","0,097","0,107","0,073","0,128"
400227880,4002,4,2,27,88,1,"0,0131","0,127","14,000","0,000","-0,363","0,053","-7,851","-0,018","-0,328","-0,043","-5,059","0,039","-0,685","0,522","6,930","0,033","-0,017","0,099","-0,037","-0,004","0,092","0,087","0,110","0,095"
401027880,4010,4,10,27,88,1,"0,0059","0,087","6,000","0,000","-0,266","0,046","-2,837","-0,132","-0,370","-0,016","-0,278","0,091","-0,200","0,438","3,240","0,023","-0,006","0,049","0,096","-0,005","0,086","0,054","0,118","0,059"
401227880,4012,4,12,27,88,1,"0,0226","0,098","12,000","0,000","-0,378","0,053","-5,813","-0,023","-0,327","-0,030","-4,164","0,039","-0,465","0,547","6,763","0,030","-0,013","0,071","0,160","0,032","0,017","0,062","-0,011","0,061"
601827880,6018,6,18,27,88,1,"0,0026","0,173","0,000","0,000","-0,261","0,048","-2,893","-0,361","-0,368","-0,101","7,522","0,173","-1,769","0,427","-9,682","0,047","-0,029","0,116","0,171","0,147","0,173","0,152","0,057","0,144"
100429880,1004,1,4,29,88,1,"0,0189","0,053","2,000","1,000","-0,420","0,002","0,126","-0,425","-0,219","0,002","1,750","-0,345","0,092","0,102","1,531","-0,062","-0,007","0,016","0,017","0,116","0,084","0,011","0,023","0,024"
100629880,1006,1,6,29,88,1,"0,0185","0,109","18,000","1,000","-0,044","-0,031","-14,438","-0,810","0,134","0,013","2,378","0,125","0,315","-0,180","-4,905","-0,319","0,015","0,070","-0,001","0,039","0,116","0,056","0,047","0,069"
100729880,1007,1,7,29,88,1,"0,0193","0,092","4,000","1,000","-0,386","-0,001","0,670","-0,405","-0,205","-0,011","1,214","-0,383","-0,131","0,117","1,500","-0,084","-0,006","0,034","0,199","0,062","0,063","0,057","0,040","0,061"
100929880,1009,1,9,29,88,1,"0,0450","0,062","3,000","0,000","-0,456","-0,001","0,250","-0,055","-0,223","0,000","1,245","0,111","0,060","0,264","0,649","0,005","-0,007","0,034","0,044","0,071","0,021","0,030","0,079","0,024"
101129880,1011,1,11,29,88,1,"0,0304","0,150","12,000","0,000","-0,348","0,003","-2,217","-0,048","-0,191","-0,040","-2,699","0,138","-0,614","0,204","1,912","0,026","-0,013","0,110","0,062","0,098","0,102","0,105","0,199","0,100"
101329880,1013,1,13,29,88,1,"0,0362","0,103","14,000","0,000","-0,245","-0,004","-4,588","0,004","-0,111","-0,010","-1,813","0,086","-0,108","0,114","1,186","0,042","-0,002","0,059","0,072","0,099","0,047","0,061","0,095","0,066"
101729880,1017,1,17,29,88,1,"0,0105","0,113","3,000","1,000","-0,408","-0,004","0,711","-0,307","-0,215","-0,019","2,169","-0,555","-0,246","0,139","1,695","-0,144","-0,006","0,091","0,089","0,116","0,028","0,071","0,033","0,078"
103029880,1030,1,30,29,88,1,"0,0099","0,093","4,000","0,000","-0,443","-0,002","0,475","-0,080","-0,220","-0,010","1,058","0,157","-0,087","0,254","0,993","0,022","-0,014","0,056","0,127","0,144","0,042","0,063","0,100","0,066"
104529880,1045,1,45,29,88,1,"0,0019","0,178","14,000","0,000","-0,337","0,005","-3,625","-0,045","-0,186","-0,056","-3,877","0,151","-0,889","0,186","1,663","0,032","-0,010","0,119","0,081","0,112","0,153","0,144","0,124","0,141"
200529880,2005,2,5,29,88,1,"0,0025","0,117","1,000","0,000","-0,438","-0,002","1,307","-0,247","-0,218","-0,012","6,305","0,433","-0,088","0,220","2,756","0,146","-0,016","0,112","0,104","0,052","0,069","0,085","0,073","0,080"
200829880,2008,2,8,29,88,1,"0,0139","0,119","11,000","0,000","-0,344","0,002","-1,580","-0,040","-0,188","-0,024","-1,948","0,117","-0,340","0,209","2,042","0,022","-0,011","0,083","0,116","0,129","0,098","0,067","0,057","0,083"
201529880,2015,2,15,29,88,1,"0,0120","0,088","4,000","1,000","-0,385","-0,001","0,665","-0,411","-0,205","-0,010","1,187","-0,372","-0,108","0,114","1,499","-0,081","-0,006","0,052","0,162","0,042","0,052","0,059","-0,006","0,052"
201629880,2016,2,16,29,88,1,"0,0119","0,151","3,000","1,000","-0,414","-0,016","0,879","-0,021","-0,214","-0,061","3,364","-1,014","-1,036","0,180","2,100","-0,356","-0,006","0,118","0,124","0,046","0,123","0,126","0,100","0,110"
201929880,2019,2,19,29,88,1,"0,0102","0,125","13,000","0,000","-0,305","0,003","-3,007","-0,023","-0,166","-0,024","-2,435","0,111","-0,338","0,174","1,868","0,032","-0,008","0,075","0,129","0,122","0,058","0,092","0,127","0,085"
202629880,2026,2,26,29,88,1,"0,0018","0,194","13,000","0,000","-0,365","-0,003","-3,138","-0,083","-0,197","-0,077","-4,780","0,204","-1,302","0,199","1,033","0,043","-0,010","0,165","0,092","0,169","0,167","0,151","0,225","0,159"
202829880,2028,2,28,29,88,1,"0,0304","0,175","16,000","1,000","-0,193","-0,008","-8,469","-0,661","-0,065","-0,025","-1,582","-0,156","-0,330","-0,041","-2,730","-0,261","0,018","0,113","0,205","0,106","0,105","0,151","0,055","0,137"
204029880,2040,2,40,29,88,1,"0,0043","0,119","10,000","0,000","-0,363","0,001","-1,034","-0,048","-0,196","-0,025","-1,657","0,123","-0,359","0,222","1,984","0,019","-0,013","0,076","0,112","0,063","0,157","0,071","0,055","0,072"
204829880,2048,2,48,29,88,1,"0,0011","0,148","3,000","0,000","-0,426","-0,015","0,870","-0,279","-0,214","-0,061","3,667","0,485","-1,045","0,213","2,091","0,169","-0,011","0,079","0,064","0,144","0,153","0,114","0,124","0,117"
300629880,3006,3,6,29,88,1,"0,0443","0,090","20,000","1,000","0,021","-0,034","-18,068","-0,817","0,243","0,020","4,939","0,248","0,429","-0,221","-5,797","-0,316","0,014","0,035","0,084","0,034","0,067","0,059","0,022","0,044"
301429880,3014,3,14,29,88,1,"0,0222","0,167","7,000","0,000","-0,416","-0,018","-0,481","-0,207","-0,212","-0,079","-2,021","0,376","-1,385","0,217","0,404","0,117","-0,011","0,145","0,107","0,100","0,118","0,134","0,134","0,121"
400229880,4002,4,2,29,88,1,"0,0007","0,192","14,000","0,000","-0,348","0,002","-3,709","-0,059","-0,191","-0,069","-4,516","0,174","-1,128","0,190","1,391","0,035","-0,010","0,152","0,232","0,168","0,158","0,164","0,132","0,151"
401029880,4010,4,10,29,88,1,"0,0053","0,114","6,000","0,000","-0,421","-0,003","0,271","-0,084","-0,214","-0,022","-0,054","0,168","-0,304","0,245","1,283","0,026","-0,016","0,084","0,048","0,151","0,074","0,073","0,106","0,082"
401229880,4012,4,12,29,88,1,"0,0067","0,103","12,000","0,000","-0,306","0,000","-2,397","-0,022","-0,163","-0,015","-1,942","0,101","-0,193","0,180","1,920","0,029","-0,007","0,065","0,101","0,134","0,081","0,067","0,063","0,059"
601829880,6018,6,18,29,88,1,"0,0213","0,130","0,000","0,000","-0,427","-0,007","1,996","-0,301","-0,215","-0,031","9,100","0,518","-0,457","0,210","4,086","0,186","-0,014","0,109","0,092","0,107","0,030","0,099","0,166","0,096"
100430880,1004,1,4,30,88,1,"0,0011","0,094","2,000","1,000","-0,630","0,009","-2,094","0,521","-0,357","-0,024","2,712","-0,703","-0,362","-0,274","0,094","-0,460","0,006","0,062","0,070","0,032","0,054","0,061","0,059","0,062"
100630880,1006,1,6,30,88,1,"0,0162","0,136","18,000","1,000","-0,578","0,030","-3,300","-0,175","-0,255","-0,037","-5,176","-0,361","-0,574","-0,369","-8,408","-0,529","0,013","0,083","0,034","0,184","0,039","0,101","0,103","0,103"
100730880,1007,1,7,30,88,1,"0,0366","0,102","4,000","1,000","-0,624","0,007","-0,975","0,414","-0,357","-0,031","0,906","-0,653","-0,492","-0,288","-0,654","-0,484","0,008","0,074","0,044","0,031","0,076","0,070","0,094","0,063"
100930880,1009,1,9,30,88,1,"0,0430","0,059","3,000","0,000","-0,643","0,019","-1,392","-0,114","-0,354","0,005","1,894","0,113","0,154","-0,181","-1,969","-0,048","0,009","0,009","-0,006","-0,005","-0,006","0,024","0,078","0,024"
101130880,1011,1,11,30,88,1,"0,0354","0,169","12,000","0,000","-0,650","-0,016","-0,497","-0,059","-0,351","-0,079","-4,801","0,092","-1,331","-0,249","-2,816","-0,045","-0,001","0,144","0,099","0,137","0,095","0,119","0,153","0,138"
101330880,1013,1,13,30,88,1,"0,0105","0,102","14,000","0,000","-0,693","-0,001","-2,074","0,028","-0,303","-0,028","-4,726","0,050","-0,432","-0,190","-2,535","-0,020","0,006","0,075","0,065","0,052","0,072","0,069","0,071","0,061"
101730880,1017,1,17,30,88,1,"0,0057","0,136","3,000","1,000","-0,633","-0,004","-1,877","0,598","-0,357","-0,059","2,117","-0,738","-0,999","-0,264","-0,475","-0,447","0,013","0,084","0,101","0,060","0,092","0,132","-0,013","0,104"
103030880,1030,1,30,30,88,1,"0,0023","0,147","4,000","0,000","-0,645","-0,008","-1,274","-0,161","-0,356","-0,071","1,422","0,137","-1,209","-0,230","-2,271","-0,059","0,009","0,109","0,203","0,093","0,072","0,131","0,075","0,113"
104530880,1045,1,45,30,88,1,"0,0070","0,150","14,000","0,000","-0,663","-0,011","-1,644","-0,006","-0,339","-0,060","-5,621","0,072","-0,988","-0,239","-2,822","-0,037","0,003","0,112","0,142","0,131","0,110","0,115","0,125","0,122"
200530880,2005,2,5,30,88,1,"0,0114","0,134","1,000","0,000","-0,644","-0,003","-4,122","-0,183","-0,357","-0,061","4,435","0,149","-1,029","-0,225","-1,667","-0,068","0,011","0,085","0,007","0,123","0,159","0,106","0,154","0,106"
200830880,2008,2,8,30,88,1,"0,0998","0,107","11,000","0,000","-0,661","0,001","-0,660","-0,018","-0,340","-0,033","-3,798","0,071","-0,530","-0,242","-2,719","-0,030","0,010","0,089","0,048","0,042","0,076","0,047","0,055","0,073"
201530880,2015,2,15,30,88,1,"0,0125","0,080","4,000","1,000","-0,618","0,010","-0,809","0,335","-0,355","-0,016","0,717","-0,613","-0,227","-0,302","-0,542","-0,502","0,005","0,070","0,040","0,047","0,045","0,035","0,056","0,045"
201630880,2016,2,16,30,88,1,"0,0046","0,145","3,000","1,000","-0,634","-0,007","-1,965","0,625","-0,357","-0,068","2,182","-0,750","-1,149","-0,260","-0,520","-0,442","0,014","0,110","0,146","0,130","0,116","0,110","0,175","0,114"
201930880,2019,2,19,30,88,1,"0,0045","0,156","13,000","0,000","-0,655","-0,012","-1,081","-0,029","-0,346","-0,066","-5,239","0,081","-1,106","-0,247","-2,827","-0,041","0,002","0,106","0,097","0,179","0,155","0,114","0,034","0,120"
202630880,2026,2,26,30,88,1,"0,0086","0,139","13,000","0,000","-0,661","-0,008","-1,213","-0,013","-0,340","-0,053","-5,048","0,073","-0,877","-0,242","-2,838","-0,035","0,006","0,113","0,087","0,117","0,107","0,109","0,102","0,105"
202830880,2028,2,28,30,88,1,"0,0156","0,202","16,000","1,000","-0,599","0,001","-2,396","-0,002","-0,346","-0,089","-6,459","-0,529","-1,492","-0,315","-6,467","-0,454","0,017","0,157","0,177","0,103","0,132","0,153","0,110","0,165"
204030880,2040,2,40,30,88,1,"0,0045","0,135","10,000","0,000","-0,651","-0,005","-0,097","-0,062","-0,351","-0,054","-3,396","0,091","-0,892","-0,248","-2,754","-0,040","0,007","0,113","0,150","0,139","0,150","0,111","0,124","0,093"
204830880,2048,2,48,30,88,1,"0,0104","0,108","3,000","0,000","-0,645","0,005","-1,832","-0,150","-0,356","-0,035","2,253","0,132","-0,554","-0,219","-2,146","-0,058","0,009","0,077","-0,031","0,066","0,067","0,083","0,059","0,081"
300630880,3006,3,6,30,88,1,"0,0045","0,150","20,000","1,000","-0,573","0,040","-4,106","-0,241","-0,219","-0,036","-5,144","-0,317","-0,558","-0,372","-9,442","-0,519","0,014","0,120","0,093","0,084","0,106","0,093","0,122","0,108"
301430880,3014,3,14,30,88,1,"0,0290","0,140","7,000","0,000","-0,647","-0,006","0,124","-0,117","-0,355","-0,061","-1,248","0,115","-1,023","-0,238","-2,632","-0,048","0,007","0,108","0,072","0,173","0,049","0,108","0,048","0,099"
400230880,4002,4,2,30,88,1,"0,0056","0,146","14,000","0,000","-0,665","-0,010","-1,670","-0,003","-0,337","-0,057","-5,564","0,070","-0,937","-0,237","-2,823","-0,036","0,004","0,105","0,130","0,122","0,144","0,115","0,177","0,107"
401030880,4010,4,10,30,88,1,"0,0146","0,103","6,000","0,000","-0,647","0,006","-0,194","-0,103","-0,354","-0,031","-0,498","0,108","-0,491","-0,230","-2,428","-0,045","0,010","0,069","0,108","0,105","0,087","0,058","0,124","0,073"
401230880,4012,4,12,30,88,1,"0,0061","0,105","12,000","0,000","-0,668","0,001","-1,064","0,000","-0,331","-0,032","-4,221","0,064","-0,502","-0,233","-2,741","-0,026","0,009","0,070","0,081","0,074","0,111","0,070","0,032","0,066"
601830880,6018,6,18,30,88,1,"0,0156","0,126","0,000","0,000","-0,644","-0,001","-5,262","-0,188","-0,357","-0,054","5,484","0,151","-0,897","-0,223","-1,454","-0,071","0,010","0,100","0,106","0,011","0,141","0,079","0,098","0,090"
100431880,1004,1,4,31,88,1,"0,0038","0,083","2,000","1,000","0,636","-0,084","-5,676","0,292","-0,063","0,029","6,135","-0,590","0,618","-0,757","-2,717","-0,619","0,019","0,037","0,055","0,117","0,012","0,079","0,079","0,051"
100631880,1006,1,6,31,88,1,"0,0082","0,151","18,000","1,000","0,712","-0,082","-7,911","-0,020","0,035","0,004","0,458","-0,020","0,191","-0,812","-15,191","-0,885","0,035","0,115","0,115","0,164","0,130","0,117","0,137","0,114"
100731880,1007,1,7,31,88,1,"0,0401","0,067","4,000","1,000","0,636","-0,079","-3,426","0,264","-0,055","0,031","3,880","-0,452","0,648","-0,761","-3,506","-0,691","0,015","0,035","-0,016","0,001","0,049","0,030","-0,023","0,048"
100931880,1009,1,9,31,88,1,"0,0205","0,111","3,000","0,000","0,638","-0,087","-5,453","0,098","-0,062","0,012","6,387","0,229","0,329","-0,755","-4,497","-0,099","0,026","0,087","0,034","0,083","0,111","0,092","0,079","0,078"
101131880,1011,1,11,31,88,1,"0,1496","0,157","12,000","0,000","0,665","-0,080","-1,486","0,146","-0,049","-0,020","-0,926","0,128","-0,245","-0,752","-8,487","-0,022","0,036","0,091","0,110","0,121","0,124","0,118","0,078","0,118"
101331880,1013,1,13,31,88,1,"0,0210","0,130","14,000","0,000","0,695","-0,082","-3,253","0,145","-0,016","-0,001","-0,458","0,073","0,078","-0,760","-10,334","0,004","0,030","0,079","0,071","0,120","0,048","0,095","0,024","0,088"
101731880,1017,1,17,31,88,1,"0,0064","0,126","3,000","1,000","0,642","-0,080","-5,249","0,272","-0,061","-0,003","5,826","-0,663","0,048","-0,756","-3,626","-0,564","0,029","0,108","0,115","0,119","0,082","0,082","0,091","0,099"
103031880,1030,1,30,31,88,1,"0,0021","0,122","4,000","0,000","0,639","-0,082","-4,850","0,102","-0,062","0,001","5,323","0,226","0,132","-0,755","-4,711","-0,095","0,028","0,094","0,105","0,060","0,088","0,099","0,104","0,089"
104531880,1045,1,45,31,88,1,"0,0049","0,130","14,000","0,000","0,696","-0,083","-3,239","0,145","-0,016","-0,002","-0,470","0,073","0,075","-0,759","-10,330","0,004","0,030","0,107","0,113","0,079","0,097","0,097","0,084","0,088"
200531880,2005,2,5,31,88,1,"0,0026","0,131","1,000","0,000","0,643","-0,076","-6,542","0,092","-0,060","-0,008","9,192","0,261","-0,043","-0,755","-4,721","-0,136","0,030","0,104","0,009","0,131","0,099","0,095","0,073","0,102"
200831880,2008,2,8,31,88,1,"0,0119","0,111","11,000","0,000","0,662","-0,077","-1,727","0,132","-0,039","0,003","-0,055","0,097","0,151","-0,753","-8,128","-0,007","0,026","0,077","0,063","0,049","0,086","0,068","0,025","0,082"
201531880,2015,2,15,31,88,1,"0,0010","0,111","4,000","1,000","0,641","-0,082","-4,288","0,256","-0,060","0,008","4,587","-0,580","0,250","-0,758","-3,903","-0,623","0,026","0,077","0,129","0,077","0,076","0,092","0,106","0,091"
201631880,2016,2,16,31,88,1,"0,0705","0,114","3,000","1,000","0,641","-0,082","-5,152","0,271","-0,062","0,006","5,642","-0,632","0,220","-0,757","-3,496","-0,588","0,026","0,076","0,028","-0,001","0,094","0,081","0,015","0,069"
201931880,2019,2,19,31,88,1,"0,0169","0,132","13,000","0,000","0,684","-0,082","-2,412","0,144","-0,029","-0,004","-0,555","0,086","0,038","-0,756","-9,506","-0,002","0,030","0,084","0,004","0,167","0,097","0,093","0,139","0,087"
202631880,2026,2,26,31,88,1,"0,0189","0,120","13,000","0,000","0,684","-0,079","-2,655","0,140","-0,021","0,000","-0,349","0,077","0,107","-0,757","-9,584","0,002","0,028","0,090","0,114","0,013","0,070","0,097","0,152","0,083"
202831880,2028,2,28,31,88,1,"0,0095","0,176","16,000","1,000","0,717","-0,076","-5,879","-0,035","0,005","-0,007","-0,198","-0,114","0,018","-0,796","-13,018","-0,855","0,041","0,134","0,118","0,135","0,131","0,127","0,111","0,134"
204031880,2040,2,40,31,88,1,"0,0068","0,111","10,000","0,000","0,652","-0,077","-1,577","0,128","-0,048","0,004","0,239","0,112","0,169","-0,752","-7,438","-0,014","0,025","0,084","0,089","0,084","0,043","0,063","0,032","0,066"
204831880,2048,2,48,31,88,1,"0,0060","0,125","3,000","0,000","0,641","-0,081","-5,469","0,098","-0,061","-0,001","6,570","0,240","0,086","-0,755","-4,629","-0,110","0,029","0,085","0,186","0,042","0,076","0,122","0,105","0,094"
300631880,3006,3,6,31,88,1,"0,0496","0,129","20,000","1,000","0,666","-0,084","-9,203","0,015","0,070","0,009","1,313","0,045","0,274","-0,819","-17,193","-0,891","0,029","0,083","0,057","0,124","0,046","0,092","0,107","0,089"
301431880,3014,3,14,31,88,1,"0,0287","0,127","7,000","0,000","0,637","-0,079","-2,892","0,116","-0,063","-0,004","2,182","0,186","0,031","-0,753","-5,627","-0,059","0,029","0,091","0,119","0,040","0,053","0,101","0,060","0,087"
400231880,4002,4,2,31,88,1,"0,0075","0,197","14,000","0,000","0,675","-0,077","-1,558","0,160","-0,048","-0,043","-2,173","0,136","-0,654","-0,752","-9,512","-0,027","0,045","0,169","0,146","0,155","0,157","0,155","0,140","0,157"
401031880,4010,4,10,31,88,1,"0,0145","0,082","6,000","0,000","0,628","-0,082","-3,009","0,104","-0,064","0,026","2,675","0,148","0,564","-0,753","-5,161","-0,033","0,019","0,041","0,120","0,021","0,005","0,047","0,124","0,038"
401231880,4012,4,12,31,88,1,"0,0183","0,105","12,000","0,000","0,672","-0,075","-2,256","0,133","-0,023","0,005","-0,115","0,079","0,171","-0,756","-8,886","0,001","0,024","0,065","0,065","0,110","0,127","0,078","0,032","0,078"
601831880,6018,6,18,31,88,1,"0,0466","0,107","0,000","0,000","0,642","-0,093","-7,182","0,089","-0,060","0,019","10,178","0,254","0,463","-0,755","-4,513","-0,129","0,025","0,087","0,029","0,150","0,130","0,055","0,062","0,088"
100432880,1004,1,4,32,88,1,"0,0191","0,092","2,000","1,000","-0,188","0,021","-3,138","0,169","-0,204","0,003","4,098","-0,541","0,157","0,382","0,510","0,043","-0,023","0,054","-0,061","0,053","0,019","0,057","0,075","0,051"
100632880,1006,1,6,32,88,1,"0,0079","0,159","18,000","1,000","-0,062","-0,050","-20,895","-0,022","0,031","0,004","0,380","0,011","0,207","-0,207","-5,405","-0,385","0,009","0,120","0,107","0,139","0,119","0,131","0,175","0,116"
100732880,1007,1,7,32,88,1,"0,0158","0,111","4,000","1,000","-0,186","0,007","-3,704","0,197","-0,201","-0,012","2,547","-0,534","-0,113","0,371","0,474","0,055","-0,027","0,068","0,087","0,073","0,108","0,073","0,069","0,081"
100932880,1009,1,9,32,88,1,"0,0083","0,110","3,000","0,000","-0,204","0,010","-1,059","-0,353","-0,199","-0,008","3,946","0,237","-0,046","0,494","-0,487","0,040","-0,025","0,094","0,041","0,074","0,072","0,091","0,078","0,068"
101132880,1011,1,11,32,88,1,"0,0540","0,175","12,000","0,000","-0,185","0,016","-10,911","-0,317","-0,193","-0,059","-3,024","0,194","-0,967","0,385","3,457","-0,061","-0,045","0,142","0,150","0,067","0,101","0,130","0,138","0,135"
101332880,1013,1,13,32,88,1,"0,0243","0,138","14,000","0,000","-0,210","0,019","-12,795","-0,287","-0,176","-0,026","-3,242","0,130","-0,359","0,324","3,552","-0,059","-0,026","0,091","0,086","0,114","0,095","0,111","0,037","0,102"
101732880,1017,1,17,32,88,1,"0,0103","0,124","3,000","1,000","-0,182","0,000","-3,240","0,253","-0,203","-0,021","3,791","-0,610","-0,283","0,389","0,686","-0,025","-0,030","0,079","0,105","0,064","0,112","0,082","0,163","0,095"
103032880,1030,1,30,32,88,1,"0,0145","0,112","4,000","0,000","-0,205","0,009","-1,809","-0,333","-0,199","-0,011","3,050","0,223","-0,092","0,488","-0,191","0,014","-0,025","0,067","0,053","0,060","0,100","0,072","0,118","0,077"
104532880,1045,1,45,32,88,1,"0,0065","0,124","14,000","0,000","-0,223","0,016","-12,655","-0,276","-0,168","-0,018","-2,933","0,115","-0,229","0,306","3,178","-0,052","-0,023","0,090","0,116","0,064","0,081","0,068","0,086","0,079"
200532880,2005,2,5,32,88,1,"0,0043","0,153","1,000","0,000","-0,185","-0,014","0,555","-0,550","-0,197","-0,051","7,037","0,348","-0,838","0,421","0,077","0,239","-0,032","0,132","0,100","0,114","0,197","0,136","0,147","0,118"
200832880,2008,2,8,32,88,1,"0,0319","0,101","11,000","0,000","-0,250","0,010","-9,138","-0,274","-0,181","-0,009","-1,691","0,124","-0,069","0,383","3,266","-0,063","-0,021","0,077","0,206","0,025","0,095","0,054","0,105","0,066"
201532880,2015,2,15,32,88,1,"0,0097","0,101","4,000","1,000","-0,190","0,012","-3,784","0,179","-0,200","-0,005","2,366","-0,497","0,004","0,361","0,504","0,077","-0,024","0,057","0,033","0,091","0,098","0,077","0,151","0,061"
201632880,2016,2,16,32,88,1,"0,0094","0,146","3,000","1,000","-0,181","-0,019","-3,100","0,336","-0,202","-0,043","4,191","-0,672","-0,692","0,396","0,955","-0,108","-0,032","0,108","0,091","0,124","0,155","0,110","0,182","0,109"
201932880,2019,2,19,32,88,1,"0,0037","0,118","13,000","0,000","-0,230","0,015","-11,436","-0,279","-0,174","-0,016","-2,584","0,121","-0,196","0,333","3,293","-0,057","-0,023","0,102","0,100","0,037","0,105","0,101","0,055","0,079"
202632880,2026,2,26,32,88,1,"0,0125","0,129","13,000","0,000","-0,219","0,017","-11,513","-0,285","-0,179","-0,021","-2,754","0,131","-0,286","0,343","3,463","-0,061","-0,025","0,091","0,115","0,122","0,112","0,088","0,047","0,086"
202832880,2028,2,28,32,88,1,"0,0515","0,156","16,000","1,000","-0,069","-0,039","-16,749","0,134","-0,024","-0,006","-0,786","-0,078","0,017","-0,108","-3,044","-0,302","0,000","0,116","0,205","0,148","0,156","0,117","0,195","0,106"
204032880,2040,2,40,32,88,1,"0,0025","0,145","10,000","0,000","-0,199","0,011","-8,011","-0,304","-0,194","-0,035","-1,414","0,182","-0,525","0,407","2,502","-0,058","-0,033","0,127","0,187","0,155","0,101","0,117","0,125","0,106"
204832880,2048,2,48,32,88,1,"0,0056","0,157","3,000","0,000","-0,185","-0,011","-0,281","-0,486","-0,197","-0,053","4,812","0,314","-0,865","0,422","-0,847","0,161","-0,035","0,130","0,149","0,103","0,147","0,105","0,202","0,114"
300632880,3006,3,6,32,88,1,"0,0109","0,117","20,000","1,000","-0,169","-0,030","-26,933","-0,317","0,115","0,010","2,603","0,126","0,280","-0,264","-6,943","-0,400","0,010","0,076","0,070","0,157","0,056","0,066","0,050","0,092"
301432880,3014,3,14,32,88,1,"0,0421","0,131","7,000","0,000","-0,201","0,006","-4,477","-0,316","-0,197","-0,025","0,742","0,203","-0,352","0,445","0,923","-0,029","-0,030","0,078","0,075","0,114","0,093","0,093","0,094","0,101"
400232880,4002,4,2,32,88,1,"0,0060","0,152","14,000","0,000","-0,198","0,021","-13,045","-0,295","-0,182","-0,035","-3,576","0,145","-0,523","0,340","3,922","-0,065","-0,031","0,109","0,191","0,088","0,129","0,108","0,049","0,111"
401032880,4010,4,10,32,88,1,"0,0015","0,110","6,000","0,000","-0,217","0,009","-3,761","-0,291","-0,197","-0,010","1,318","0,187","-0,085","0,481","0,986","-0,039","-0,024","0,082","0,007","0,066","0,089","0,094","0,145","0,081"
401232880,4012,4,12,32,88,1,"0,0298","0,089","12,000","0,000","-0,268","0,006","-10,256","-0,263","-0,167","-0,004","-1,925","0,103","-0,003","0,335","3,075","-0,051","-0,019","0,050","-0,007","0,081","0,026","0,053","0,075","0,058"
601832880,6018,6,18,32,88,1,"0,0014","0,167","0,000","0,000","-0,186","-0,027","0,711","-0,612","-0,197","-0,069","8,417","0,380","-1,170","0,410","1,199","0,307","-0,031","0,150","0,087","0,178","0,156","0,118","0,189","0,131"
100433880,1004,1,4,33,88,1,"0,0165","0,050","2,000","1,000","-0,876","0,030","-2,889","-0,499","-0,251","0,017","3,634","-0,585","0,373","-0,564","-1,528","-0,552","0,011","0,031","0,065","0,040","-0,020","0,017","-0,004","0,020"
100633880,1006,1,6,33,88,1,"0,0173","0,112","18,000","1,000","-0,472","0,044","-24,323","-1,062","0,190","0,020","3,222","0,245","0,426","-0,381","-5,891","-0,290","0,026","0,071","0,129","0,005","0,142","0,075","0,021","0,072"
100733880,1007,1,7,33,88,1,"0,0198","0,084","4,000","1,000","-0,845","0,065","-1,642","-0,392","-0,228","-0,005","2,703","-0,633","-0,008","-0,546","-2,550","-0,527","0,019","0,051","0,041","0,131","0,085","0,049","0,072","0,058"
