rownames,treat,age,educ,race,married,nodegree,re74,re75,re78,hispan,white
PSID209,0,16,10,white,0,1,574.0652,1181.613,5578.418,False,True
PSID210,0,28,5,hispan,1,1,10967.98,1178.032,239.3917,True,False
PSID211,0,20,12,white,0,0,0.0,1147.597,15554.55,False,True
PSID212,0,19,8,white,1,1,39.18534,1136.855,5327.204,False,True
PSID213,0,16,8,white,0,1,0.0,1113.581,542.3257,False,True
PSID214,0,20,11,white,1,1,2547.047,1099.258,0.0,False,True
PSID215,0,35,10,white,1,1,4964.782,1086.726,1745.195,False,True
PSID216,0,32,6,hispan,1,1,979.6334,1036.597,0.0,True,False
PSID217,0,32,16,black,0,0,17135.75,1031.226,0.0,False,False
PSID218,0,17,9,black,0,1,0.0,981.0968,8900.347,False,False
PSID219,0,16,7,white,0,1,0.0,975.7258,4728.725,False,True
PSID220,0,32,15,white,0,0,489.8167,968.5645,7684.178,False,True
PSID221,0,19,12,white,0,0,815.055,964.9839,12059.73,False,True
PSID222,0,40,12,white,1,0,16851.65,961.4032,17717.94,False,True
PSID223,0,50,7,white,1,1,11473.47,956.0323,0.0,False,True
PSID224,0,39,11,white,0,1,0.0,930.9677,0.0,False,True
PSID225,0,18,8,hispan,0,1,0.0,902.3226,1306.31,True,False
PSID226,0,39,10,black,0,1,844.444,889.7903,701.9201,False,False
PSID227,0,17,11,hispan,0,1,0.0,873.6774,7759.542,True,False
PSID228,0,17,5,black,0,1,96.00407,868.3065,0.0,False,False
PSID229,0,19,12,white,0,0,2425.572,861.1452,2587.499,False,True
PSID230,0,27,15,white,0,0,0.0,857.5645,3392.86,False,True
PSID231,0,18,11,black,0,1,587.78,841.4516,7933.914,False,False
PSID232,0,20,14,white,1,0,0.0,805.6452,1454.083,False,True
PSID233,0,20,12,white,1,0,12145.49,791.3226,13683.75,False,True
PSID234,0,19,13,black,0,0,1714.358,785.9516,9067.33,False,False
PSID235,0,24,8,white,1,1,213.5601,760.8871,2340.719,False,True
PSID236,0,27,12,white,1,0,4222.22,751.9355,0.0,False,True
PSID237,0,19,9,white,0,1,773.9104,676.7419,5647.871,False,True
PSID238,0,52,8,black,1,1,5454.599,666.0,0.0,False,False
PSID239,0,18,11,hispan,0,1,0.0,630.1935,0.0,True,False
PSID240,0,16,10,hispan,0,1,0.0,630.1935,3892.332,True,False
PSID241,0,18,12,hispan,0,0,0.0,630.1935,4843.988,True,False
PSID242,0,45,12,white,0,0,4473.006,608.7097,0.0,False,True
PSID243,0,21,14,white,0,0,9708.167,594.3871,2256.488,False,True
PSID244,0,36,8,white,1,1,2715.544,585.4355,0.0,False,True
PSID245,0,21,13,white,0,0,513.3279,578.2742,0.0,False,True
PSID246,0,41,7,white,1,1,19573.08,565.7419,0.0,False,True
PSID247,0,18,7,white,0,1,491.776,558.5806,642.8111,False,True
PSID248,0,39,9,white,0,1,11230.52,537.0968,5752.79,False,True
PSID249,0,19,3,white,1,1,0.0,537.0968,0.0,False,True
PSID250,0,32,13,white,1,0,12553.02,524.5645,15353.58,False,True
PSID251,0,16,9,white,0,1,0.0,485.1774,4112.513,False,True
PSID252,0,16,7,white,0,1,658.3136,479.8065,6210.885,False,True
PSID253,0,21,9,black,0,1,1030.574,470.8548,1223.558,False,False
PSID254,0,22,12,white,1,0,12096.51,469.0645,14289.62,False,True
PSID255,0,23,11,hispan,1,1,8946.012,469.0645,4776.012,True,False
PSID256,0,17,8,black,0,1,0.0,451.1613,0.0,False,False
PSID257,0,21,8,white,1,1,5699.507,388.5,8844.194,False,True
PSID258,0,18,10,white,0,1,0.0,386.7097,0.0,False,True
PSID259,0,24,12,white,1,0,9051.813,327.629,8547.171,False,True
PSID260,0,24,12,black,1,0,4232.016,320.4677,1273.8,False,False
PSID261,0,16,9,white,0,1,0.0,320.4677,3707.616,False,True
PSID262,0,20,8,white,1,1,621.0876,306.1452,5551.819,False,True
PSID263,0,42,8,white,0,1,17925.33,300.7742,14116.72,False,True
PSID264,0,17,8,hispan,0,1,391.8534,300.7742,18891.26,True,False
PSID265,0,19,8,hispan,0,1,368.3422,300.7742,18510.0,True,False
PSID266,0,17,9,black,0,1,0.0,297.1935,54.67588,False,False
PSID267,0,21,14,white,0,0,107.7597,293.6129,7698.955,False,True
PSID268,0,16,9,black,0,1,0.0,277.5,3983.951,False,False
PSID269,0,23,13,black,0,0,172.4155,272.129,582.2243,False,False
PSID270,0,16,9,white,0,1,411.446,254.2258,1725.985,False,True
PSID271,0,17,11,hispan,0,1,803.2994,248.8548,5173.521,True,False
PSID272,0,46,7,white,0,1,1081.515,245.2742,0.0,False,True
PSID273,0,32,10,white,1,1,4145.809,238.1129,8245.714,False,True
PSID274,0,18,11,white,0,1,131.2709,218.4194,7503.896,False,True
PSID275,0,23,12,hispan,1,0,0.0,216.629,0.0,True,False
PSID276,0,18,10,white,1,1,0.0,211.2581,14053.18,False,True
PSID277,0,19,10,black,0,1,1056.045,205.8871,0.0,False,False
PSID278,0,16,7,black,0,1,133.2301,205.8871,6145.865,False,False
PSID279,0,26,7,white,1,1,1538.024,189.7742,650.1997,False,True
PSID280,0,16,10,white,0,1,0.0,189.7742,2136.793,False,True
PSID281,0,17,10,white,0,1,0.0,182.6129,6423.677,False,True
PSID282,0,17,10,white,0,1,0.0,171.871,1483.637,False,True
PSID283,0,23,8,white,1,1,33.30754,166.5,0.0,False,True
PSID284,0,29,12,white,1,0,14641.6,162.9194,9473.705,False,True
PSID285,0,17,10,white,0,1,0.0,152.1774,10301.23,False,True
PSID286,0,49,8,white,1,1,14684.7,136.0645,14963.46,False,True
PSID287,0,20,10,white,1,1,6563.544,134.2742,15363.92,False,True
PSID288,0,40,16,white,1,0,0.0,114.5806,0.0,False,True
PSID289,0,19,10,white,0,1,1933.796,112.7903,675.321,False,True
PSID290,0,18,11,white,0,1,1481.206,57.29032,1421.573,False,True
PSID291,0,16,6,black,0,1,0.0,44.75806,0.0,False,False
PSID292,0,22,8,white,1,1,105.8004,42.96774,209.8372,False,True
PSID293,0,31,12,black,1,0,0.0,42.96774,11023.84,False,False
PSID294,0,20,11,white,1,1,4478.884,39.3871,6280.338,False,True
PSID295,0,17,11,hispan,0,1,601.4949,10.74194,1913.656,True,False
PSID296,0,50,12,white,1,0,25862.32,0.0,25564.67,False,True
PSID297,0,49,14,white,1,0,25862.32,0.0,25564.67,False,True
PSID298,0,47,9,white,1,1,25862.32,0.0,25564.67,False,True
PSID299,0,34,11,hispan,1,1,22198.49,0.0,0.0,True,False
PSID300,0,22,8,black,1,1,16961.37,0.0,959.0445,False,False
PSID301,0,27,12,white,1,0,15509.56,0.0,12593.19,False,True
PSID302,0,30,10,white,1,1,14913.94,0.0,11563.21,False,True
PSID303,0,52,12,white,1,0,14780.71,0.0,25564.67,False,True
PSID304,0,43,12,white,1,0,13321.05,0.0,16860.86,False,True
PSID305,0,27,9,hispan,1,1,12829.28,0.0,0.0,True,False
PSID306,0,35,13,white,0,0,9537.711,0.0,11269.14,False,True
PSID307,0,45,12,white,1,0,9277.128,0.0,12108.49,False,True
PSID308,0,22,11,black,1,1,9049.853,0.0,9088.018,False,False
PSID309,0,22,12,white,1,0,9022.424,0.0,3342.618,False,True
PSID310,0,23,11,white,1,1,8910.745,0.0,4183.444,False,True
PSID311,0,55,7,white,1,1,8832.375,0.0,0.0,False,True
PSID312,0,26,14,white,0,0,8411.132,0.0,0.0,False,True
PSID313,0,34,12,white,0,0,8125.079,0.0,6032.08,False,True
PSID314,0,22,11,white,0,1,8013.401,0.0,5748.356,False,True
PSID315,0,31,12,white,0,0,6156.016,0.0,4094.78,False,True
PSID316,0,19,12,white,0,0,5797.47,0.0,2160.436,False,True
PSID317,0,24,10,white,1,1,5523.173,0.0,5040.525,False,True
PSID318,0,36,12,white,1,0,5374.269,0.0,0.0,False,True
PSID319,0,20,9,white,1,1,5229.283,0.0,15892.95,False,True
PSID320,0,23,8,white,1,1,4610.155,0.0,0.0,False,True
PSID321,0,35,11,white,1,1,3975.352,0.0,21963.45,False,True
PSID322,0,23,12,white,0,0,3893.063,0.0,16324.45,False,True
PSID323,0,29,10,white,0,1,3751.996,0.0,251.2135,False,True
PSID324,0,24,9,white,1,1,3438.513,0.0,818.6605,False,True
PSID325,0,18,10,white,0,1,3360.143,0.0,0.0,False,True
PSID326,0,45,8,black,0,1,3299.405,0.0,31.03226,False,False
PSID327,0,21,13,hispan,0,0,3015.312,0.0,17627.8,True,False
PSID328,0,29,13,white,1,0,2780.2,0.0,14339.86,False,True
PSID329,0,21,15,white,0,0,2629.336,0.0,1717.118,False,True
PSID330,0,22,16,black,0,0,2564.68,0.0,116.7404,False,False
PSID331,0,24,12,black,1,0,2355.039,0.0,2448.593,False,False
PSID332,0,20,14,white,0,0,2210.053,0.0,2813.591,False,True
PSID333,0,19,6,black,0,1,1955.348,0.0,14998.92,False,False
PSID334,0,19,9,hispan,0,1,1822.118,0.0,3372.172,True,False
PSID335,0,19,12,black,0,0,1681.051,0.0,0.0,False,False
PSID336,0,20,13,white,0,0,1657.54,0.0,913.235,False,True
PSID337,0,19,12,black,0,0,1655.58,0.0,0.0,False,False
PSID338,0,26,5,white,1,1,1573.291,0.0,3700.227,False,True
PSID339,0,26,9,hispan,0,1,1563.495,0.0,2862.356,True,False
PSID340,0,23,12,white,0,0,1504.717,0.0,0.0,False,True
PSID341,0,20,9,hispan,0,1,1500.798,0.0,12618.31,True,False
PSID342,0,20,10,white,0,1,1412.631,0.0,6290.682,False,True
PSID343,0,36,11,white,1,1,1404.794,0.0,0.0,False,True
PSID344,0,39,12,white,1,0,1289.198,0.0,1202.869,False,True
PSID345,0,17,9,black,0,1,1222.582,0.0,422.6298,False,False
PSID346,0,55,3,white,0,1,1208.868,0.0,0.0,False,True
PSID347,0,28,8,white,1,1,1202.99,0.0,19516.33,False,True
PSID348,0,19,12,hispan,0,0,1058.004,0.0,8923.991,True,False
PSID349,0,37,7,white,1,1,963.9593,0.0,0.0,False,True
PSID350,0,16,9,white,1,1,920.8554,0.0,15997.87,False,True
PSID351,0,17,10,white,0,1,646.558,0.0,9438.24,False,True
PSID352,0,24,12,black,0,0,566.2281,0.0,2284.565,False,False
PSID353,0,19,11,white,0,1,540.7576,0.0,3406.16,False,True
PSID354,0,50,5,black,1,1,411.446,0.0,9166.338,False,False
PSID355,0,19,9,black,0,1,384.0163,0.0,0.0,False,False
PSID356,0,36,1,black,0,1,348.7495,0.0,0.0,False,False
PSID357,0,18,11,white,0,1,321.3198,0.0,7722.599,False,True
PSID358,0,16,7,hispan,0,1,289.9715,0.0,7515.717,True,False
PSID359,0,21,11,white,1,1,246.8676,0.0,6708.879,False,True
PSID360,0,55,6,white,1,1,111.6782,0.0,0.0,False,True
PSID361,0,37,12,white,0,0,48.98167,0.0,877.7696,False,True
PSID362,0,26,12,hispan,1,0,47.0224,0.0,0.0,True,False
PSID363,0,54,12,white,1,0,0.0,0.0,0.0,False,True
PSID364,0,50,12,white,1,0,0.0,0.0,0.0,False,True
PSID365,0,16,8,white,0,1,0.0,0.0,2559.422,False,True
PSID366,0,16,9,hispan,0,1,0.0,0.0,0.0,True,False
PSID367,0,18,10,black,0,1,0.0,0.0,2281.61,False,False
PSID368,0,40,11,black,1,1,0.0,0.0,0.0,False,False
PSID369,0,16,8,white,0,1,0.0,0.0,0.0,False,True
PSID370,0,16,9,black,0,1,0.0,0.0,2158.959,False,False
PSID371,0,26,14,white,0,0,0.0,0.0,6717.745,False,True
PSID372,0,20,9,black,0,1,0.0,0.0,6083.8,False,False
PSID373,0,20,12,black,0,0,0.0,0.0,0.0,False,False
PSID374,0,18,11,black,0,1,0.0,0.0,0.0,False,False
PSID375,0,46,11,black,1,1,0.0,0.0,2820.98,False,False
PSID376,0,17,8,black,0,1,0.0,0.0,12760.17,False,False
PSID377,0,16,9,white,0,1,0.0,0.0,4974.028,False,True
PSID378,0,30,10,white,1,1,0.0,0.0,3151.991,False,True
PSID379,0,33,12,hispan,1,0,0.0,0.0,5841.453,True,False
PSID380,0,34,12,black,1,0,0.0,0.0,18716.88,False,False
PSID381,0,21,13,black,0,0,0.0,0.0,17941.08,False,False
PSID382,0,29,11,white,1,1,0.0,0.0,0.0,False,True
PSID383,0,19,12,white,0,0,0.0,0.0,0.0,False,True
PSID384,0,31,4,hispan,0,1,0.0,0.0,1161.493,True,False
PSID385,0,19,12,hispan,0,0,0.0,0.0,18573.55,True,False
PSID386,0,20,12,black,0,0,0.0,0.0,11594.24,False,False
PSID387,0,55,4,black,0,1,0.0,0.0,0.0,False,False
PSID388,0,19,11,black,0,1,0.0,0.0,16485.52,False,False
PSID389,0,18,11,black,0,1,0.0,0.0,7146.286,False,False
PSID390,0,48,13,white,1,0,0.0,0.0,0.0,False,True
PSID391,0,16,9,hispan,1,1,0.0,0.0,6821.186,True,False
PSID392,0,17,10,black,0,1,0.0,0.0,0.0,False,False
PSID393,0,38,12,white,1,0,0.0,0.0,18756.78,False,True
PSID394,0,34,8,white,1,1,0.0,0.0,2664.341,False,True
PSID395,0,53,12,white,0,0,0.0,0.0,0.0,False,True
PSID396,0,48,14,white,1,0,0.0,0.0,7236.427,False,True
PSID397,0,16,9,white,0,1,0.0,0.0,6494.608,False,True
PSID398,0,17,8,black,0,1,0.0,0.0,4520.366,False,False
PSID399,0,27,14,black,0,0,0.0,0.0,10122.43,False,False
PSID400,0,37,8,black,0,1,0.0,0.0,648.722,False,False
PSID401,0,17,10,black,0,1,0.0,0.0,1053.619,False,False
PSID402,0,16,8,white,0,1,0.0,0.0,0.0,False,True
PSID403,0,48,12,white,1,0,0.0,0.0,1491.026,False,True
PSID404,0,55,7,white,0,1,0.0,0.0,0.0,False,True
PSID405,0,21,15,white,0,0,0.0,0.0,0.0,False,True
PSID406,0,16,10,black,0,1,0.0,0.0,1730.418,False,False
PSID407,0,23,12,white,0,0,0.0,0.0,3902.676,False,True
PSID408,0,46,11,black,1,1,0.0,0.0,0.0,False,False
PSID409,0,17,10,white,0,1,0.0,0.0,14942.77,False,True
PSID410,0,42,16,white,0,0,0.0,0.0,23764.8,False,True
PSID411,0,18,10,black,0,1,0.0,0.0,5306.516,False,False
PSID412,0,53,12,black,0,0,0.0,0.0,0.0,False,False
PSID413,0,17,10,white,1,1,0.0,0.0,3859.822,False,True
PSID414,0,17,6,white,0,1,0.0,0.0,0.0,False,True
PSID415,0,43,6,white,1,1,0.0,0.0,0.0,False,True
PSID416,0,34,12,black,0,0,0.0,0.0,0.0,False,False
PSID417,0,16,8,hispan,0,1,0.0,0.0,12242.96,True,False
PSID418,0,27,12,white,1,0,0.0,0.0,1533.88,False,True
PSID419,0,51,4,black,0,1,0.0,0.0,0.0,False,False
PSID420,0,39,2,black,1,1,0.0,0.0,964.9555,False,False
PSID421,0,55,8,white,1,1,0.0,0.0,0.0,False,True
PSID422,0,16,9,white,0,1,0.0,0.0,5551.819,False,True
PSID423,0,27,10,black,0,1,0.0,0.0,7543.794,False,False
PSID424,0,25,14,white,0,0,0.0,0.0,0.0,False,True
PSID425,0,18,11,white,0,1,0.0,0.0,10150.5,False,True
PSID426,0,24,1,hispan,1,1,0.0,0.0,19464.61,True,False
PSID427,0,21,18,white,0,0,0.0,0.0,0.0,False,True
PSID428,0,32,5,black,1,1,0.0,0.0,187.6713,False,False
PSID429,0,16,9,white,0,1,0.0,0.0,1495.459,False,True
